ZTFID,IAUID,host_redshift
ZTF23abgnvhq,SN2023tqo,0.04909
ZTF23abgovnz,SN2023ttq,0.11
ZTF23abgpokx,SN2023tso,0.07
ZTF23abgqzhi,SN2023tqg,0.06
ZTF23abgspvs,SN2023tqc,0.09
ZTF23abgspys,SN2023tra,0.07
ZTF23abgspzj,SN2023tqb,0.065
ZTF23abgtmzs,SN2023tpx,0.062
ZTF23abgvtxr,SN2023tqm,0.055
ZTF23abgwvkv,SN2023tmj,0.05753
ZTF23abgzrmz,SN2023tsy,0.059
ZTF23abhafym,SN2023tsw,0.05
ZTF23abhshdk,SN2023tyz,0.04
ZTF23abhtsna,SN2023ugb,0.07
ZTF23abhvkby,SN2023ulc,0.067
ZTF23abhvuft,SN2023uda,0.01489
ZTF23abhwhho,SN2023uay,0.048
ZTF23abhxbjo,SN2023tzx,0.069
ZTF23abhxvly,SN2023uik,0.069
ZTF23abhzlbh,SN2023vtd,0.09
ZTF23abhzoyw,SN2023uqi,0.065657
ZTF23abhzwll,SN2023udo,0.09
ZTF23abiahyg,SN2023uqe,0.08
ZTF23abiearq,SN2023vhk,0.052
ZTF23abifxlj,SN2023aeev,0.034
ZTF23abigzke,SN2023ulg,0.09
ZTF23abihavc,SN2023vcv,0.094
ZTF23abihzbq,SN2023ucw,0.072
ZTF23abijnsm,SN2023vcx,0.079
ZTF23abijopy,SN2023uqu,0.04
ZTF23abiljba,SN2023ulo,0.05
ZTF23abivaby,SN2023umn,0.051
ZTF23abivuzt,SN2023uma,0.0323759988
ZTF23abizggb,SN2023uyo,0.05
ZTF23abjazdg,SN2023ulq,0.0571
ZTF23abjbkau,SN2023vsx,0.0581
ZTF23abjdrvd,SN2023urr,0.045
ZTF23abjexnw,SN2023vcz,0.049
ZTF23abjfrbi,SN2023usl,0.05
ZTF23abjfuhi,SN2023uxr,0.09
ZTF23abjhvzr,SN2023vpt,0.072
ZTF23abjieca,SN2023utk,0.09
ZTF23abjpakq,SN2023vey,0.09
ZTF23abjqxbe,SN2023upt,0.06
ZTF23abjrdne,SN2023vtw,0.090874
ZTF23abjtozz,SN2023uws,0.033
ZTF23abjuygh,SN2023vha,0.082
ZTF23abjwegr,SN2023uwm,0.075
ZTF23abjyjpb,SN2023uwh,0.05
ZTF23abjyups,SN2023uwf,0.033
ZTF23abjzkqu,SN2023uti,0.058
ZTF23abkaijq,SN2023vbr,0.036
ZTF23abkbieh,SN2023vpo,0.057
ZTF23abkklxm,SN2023vpg,0.081
ZTF23abktfjr,SN2023vqn,0.07
ZTF23ablavhx,SN2023vpf,0.1
ZTF23ablimhl,SN2023vht,0.09
ZTF23ablnqxh,SN2023wha,0.078
ZTF23ablpfnb,SN2023vpd,0.034
ZTF23abluzif,SN2023vtr,0.05
ZTF23abmewfr,SN2023wax,0.07
ZTF23abmpqvv,SN2023vub,0.049654
ZTF23abmpuhp,SN2023vwt,0.07
ZTF23abnbgfb,SN2023vue,0.056
ZTF23abndgcq,SN2023vxb,0.05
ZTF23abndpnt,SN2023qol,0.03
ZTF23abndrow,SN2023vyp,0.08072
ZTF23abnfram,SN2023uqw,0.07683093
ZTF23abnivuj,SN2023wed,0.1
ZTF23abnpddd,SN2023vyy,0.07
ZTF23abnpjlt,SN2023vyx,0.08
ZTF23abnqbkx,SN2023wfz,0.068
ZTF23abnydbs,SN2023wts,0.066
ZTF23abnyvka,SN2023wea,0.068
ZTF23aboemfi,SN2023wrn,0.1
ZTF23abovvas,SN2023wvq,0.058
ZTF23abqcuvw,SN2023wuq,0.0635
ZTF23absbygq,SN2023zfj,0.080792
ZTF23absddkf,SN2023yzu,0.044
ZTF23absflyh,SN2023yti,0.09
ZTF23abtjkql,SN2023zwz,0.065398
ZTF23abtooan,SN2023aabt,0.055717
ZTF23abtowce,SN2023aakh,0.078
ZTF23abudnet,SN2023aado,0.08
ZTF23abuitpw,SN2023abnc,0.072
ZTF23abvnahb,SN2023abnb,0.016
ZTF23abvnhfx,SN2023abtk,0.069
ZTF23abvoynt,SN2023acci,0.05
ZTF23abvtzdz,SN2023acbq,0.035
ZTF23abvyqwv,SN2024R,0.046
ZTF23abvzhwa,SN2024mi,0.085
ZTF23abvzipb,SN2024ea,0.08
ZTF24aaaczuf,SN2024ev,0.056
ZTF24aaaewiv,SN2024lj,0.1
ZTF24aaahbvh,SN2024ua,0.087
ZTF24aaahwrm,SN2024mk,0.05
ZTF24aaahxph,SN2024iy,0.068
ZTF24aaaintg,SN2024ko,0.07897198
ZTF24aaajtzg,SN2024pi,0.04762
ZTF24aaakprs,SN2024hy,0.086
ZTF24aabplhb,SN2024ym,0.038
ZTF24aabwvcl,SN2024os,0.07
ZTF24aacbpej,SN2024ael,0.0862
ZTF24aadauao,SN2024alp,0.058591
ZTF24aadkwol,SN2024apt,0.018503
ZTF24aadltss,SN2024axd,0.047
ZTF24aadlwsg,SN2024aun,0.042993
ZTF24aadsehp,SN2024bds,0.07
ZTF24aadtzeh,SN2024bgg,0.05744
ZTF24aaecxun,SN2024bhp,0.027963
ZTF24aaehfgk,SN2024ckg,0.055
ZTF24aaejivf,SN2024cjt,0.07391
ZTF24aaejsaf,SN2024cet,0.06489
ZTF24aaekbou,SN2024cgc,0.08672
ZTF24aagiouv,SN2024dhl,0.044193
ZTF24aagolgy,SN2024dla,0.069
ZTF24aagoljl,SN2024dkt,0.037135
ZTF24aagomqx,SN2024dlg,0.06
ZTF24aagpwsh,SN2024dwv,0.0431
ZTF24aagpxan,SN2024eao,0.0277
ZTF24aagtlpi,SN2024ebw,0.09
ZTF24aaguphd,SN2024ega,0.083791
ZTF24aahaajg,SN2024ech,0.035373
ZTF24aahahuu,SN2024egg,0.06
ZTF24aahdfsy,SN2024eno,0.07
ZTF24aahdihc,SN2024epw,0.085
ZTF24aahdpki,SN2024elv,0.047
ZTF24aaheedw,SN2024efn,0.025
ZTF24aahesvl,SN2024esh,0.035
ZTF24aahfknz,SN2024epl,0.0575
ZTF24aahgcwg,SN2024enp,0.0443
ZTF24aahggdt,SN2024ert,0.059
ZTF24aahgkhh,SN2024eor,0.039
ZTF24aahgtjt,SN2024epx,0.01
ZTF24aahhcuo,SN2024ewl,0.1
ZTF24aahhlmp,SN2024evq,0.083
ZTF24aahhwwq,SN2024eqd,0.06978835
ZTF24aahicbz,SN2024ejy,0.0408
ZTF24aahiewj,SN2024euf,0.068
ZTF24aahiitr,SN2024eib,0.03
ZTF24aahipde,SN2024eua,0.07
ZTF24aahjhtv,SN2024epm,0.067396
ZTF24aahkesn,SN2024eae,0.068
ZTF24aahoihk,SN2024evm,0.05
ZTF24aahphdh,SN2024ezl,0.055
ZTF24aahsmhu,SN2024fcu,0.05181
ZTF24aahsuoj,SN2024fah,0.07
ZTF24aahswbd,SN2024ere,0.072
ZTF24aahsyhe,SN2024eze,0.078
ZTF24aahtnpc,SN2024fcb,0.081656
ZTF24aahuulq,SN2024fed,0.066
ZTF24aahvyso,SN2024feb,0.06386
ZTF24aahwulu,SN2024fav,0.056
ZTF24aahxyrp,SN2024fcj,0.054
ZTF24aahzfwk,SN2024fcf,0.079966
ZTF24aahznij,SN2024fcg,0.044
ZTF24aahzyep,SN2024fbr,0.076
ZTF24aaiahuu,SN2024fdo,0.05
ZTF24aaidazw,SN2024fwj,0.051567
ZTF24aaidlza,SN2024fke,0.04
ZTF24aaiegnl,SN2024fkw,0.04498
ZTF24aaiegxv,SN2024flj,0.027
ZTF24aaiehiv,SN2024flu,0.044
ZTF24aaiehwu,SN2024fot,0.04
ZTF24aaieino,SN2024foh,0.09
ZTF24aaiervg,SN2024ftz,0.105
ZTF24aaifvcs,SN2024flg,0.0472
ZTF24aaihwaq,SN2024fza,0.068988
ZTF24aaijmct,SN2024fxv,0.08
ZTF24aaijpbj,SN2024fld,0.0332
ZTF24aaijpcp,SN2024fuo,0.054
ZTF24aaijqso,SN2024fop,0.048
ZTF24aailzom,SN2024gjd,0.088
ZTF24aaimwud,SN2024lni,0.115
ZTF24aaimxaf,SN2024fyc,0.059
ZTF24aainaay,SN2024fxo,0.079445
ZTF24aaiowju,SN2024fxp,0.055
ZTF24aairune,SN2024gmo,0.0668
ZTF24aaismud,SN2024gmn,0.084767
ZTF24aaisoke,SN2024got,0.085
ZTF24aaistkr,SN2024gad,0.04106478941915
ZTF24aaiukjs,SN2024geu,0.04
ZTF24aaiwgyo,SN2024gkc,0.02976099
ZTF24aajdqbw,SN2024gus,0.09
ZTF24aajemkb,SN2024gqj,0.072289
ZTF24aajgwdv,SN2024gmg,0.0872
ZTF24aajhlhf,SN2024gml,0.069664
ZTF24aajhxqs,SN2024gqu,0.076
ZTF24aajibzs,SN2024gme,0.076
ZTF24aajioip,SN2024gpw,0.02079
ZTF24aajjmlk,SN2024gsn,0.071438
ZTF24aajnwwr,SN2024hqr,0.049901
ZTF24aajplyg,SN2024gmx,0.095
ZTF24aajqsti,SN2024gpo,0.076
ZTF24aajqtjc,SN2024gpp,0.08
ZTF24aajqwsm,SN2024gpq,0.03
ZTF24aajvldc,SN2024grl,0.0475
ZTF24aajvmgm,SN2024grg,0.07143
ZTF24aajvqre,SN2024gra,0.018303
ZTF24aajxpmq,SN2024gyp,0.063
ZTF24aajydvw,SN2024gti,0.074
ZTF24aajzmzf,SN2024gsw,0.05302
ZTF24aakagbu,SN2024gsv,0.053
ZTF24aakdffc,SN2024gve,0.029917
ZTF24aakdmwg,SN2024gtu,0.073
ZTF24aakfgvg,SN2024gyr,0.026804
ZTF24aakfltk,SN2024gvb,0.062
ZTF24aakfycl,SN2024hhy,0.089
ZTF24aakocjx,SN2024gxt,0.064065
ZTF24aakrqzs,SN2024hch,0.087442
ZTF24aakrsww,SN2024hfe,0.102
ZTF24aakskvp,SN2024hcj,0.021652
ZTF24aaktjyo,SN2024hco,0.08451296
ZTF24aakudgd,SN2024ffz,0.0447
ZTF24aakudig,SN2024hay,0.04334478
ZTF24aakxwww,SN2024hhr,0.05
ZTF24aakykbz,SN2024hjx,0.074
ZTF24aakymro,SN2024hkf,0.061
ZTF24aakyqxt,SN2024hqf,0.077
ZTF24aakzgnd,SN2024hjr,0.073
ZTF24aalbepd,SN2024hkj,0.072
ZTF24aalbjwi,SN2024hrs,0.053696
ZTF24aalbwpz,SN2024hlf,0.04286
ZTF24aalcflg,SN2024hrq,0.093
ZTF24aalepin,SN2024hug,0.0419230014
ZTF24aalfntr,SN2024hqp,0.071188
ZTF24aalndou,SN2024hqv,0.066
ZTF24aalqrpc,SN2024ifu,0.0352
ZTF24aalqscn,SN2024hze,0.07
ZTF24aalsuwb,SN2024hvz,0.058
ZTF24aaltyyy,SN2024hyg,0.049
ZTF24aalubmp,SN2024hvy,0.059
ZTF24aalywdn,SN2024iem,0.075428
ZTF24aamilir,SN2024hxw,0.078
ZTF24aamilxy,SN2024ier,0.04
ZTF24aamipnt,SN2024iey,0.03
ZTF24aamkufg,SN2024igh,0.03965
ZTF24aamtpla,SN2024iwy,0.05
ZTF24aamtsgz,SN2024ipf,0.052
ZTF24aamtwya,SN2024ipo,0.06
ZTF24aamvzfc,SN2024imo,0.031453
ZTF24aancjzy,SN2024ipe,0.052
ZTF24aangsva,SN2024iro,0.03633
ZTF24aankvon,SN2024jbb,0.078388
ZTF24aanmrts,SN2024itm,0.081
ZTF24aanvvqn,SN2024ixb,0.026568
ZTF24aaoaghn,SN2024jfe,0.044
ZTF24aaoauvb,SN2024iyu,0.054
ZTF24aaocmqx,SN2024jaj,0.03375138
ZTF24aaoebqp,SN2022ack,0.036955
ZTF24aaofamr,SN2024jbd,0.08
ZTF24aaofopg,SN2024jdf,0.068
ZTF24aaoniol,SN2024jef,0.066
ZTF24aaoodsh,SN2024jeg,0.045885
ZTF24aaopngg,SN2024jeh,0.04366
ZTF24aaopnuy,SN2024jet,0.03651
ZTF24aaorlki,SN2024jgs,0.0875
ZTF24aaormag,SN2024jfy,0.042
ZTF24aaosqtp,SN2024jgx,0.07562529
ZTF24aaotmdk,SN2024jhe,0.066
ZTF24aaoumhw,SN2024jgp,0.056
ZTF24aaovokk,SN2024jii,0.040258
ZTF24aaovqaq,SN2024jvc,0.079
ZTF24aaoxbth,SN2024jin,0.08
ZTF24aapeorz,SN2024kcf,0.066
ZTF24aapeoye,SN2024jqy,0.07
ZTF24aaphwtj,SN2024kgu,0.075
ZTF24aappkyo,SN2024kbu,0.07
ZTF24aappljp,SN2024jxl,0.0414
ZTF24aapqsca,SN2024kax,0.07946032
ZTF24aaprkyz,SN2024kct,0.045
ZTF24aapzmzb,SN2024kxz,0.075
ZTF24aapzzfc,SN2024jzm,0.07
ZTF24aaqgfrp,SN2024keb,0.07463
ZTF24aaqtode,SN2024kjb,0.012
ZTF24aaqxajf,SN2024kut,0.095
ZTF24aaqxkuz,SN2024kxr,0.0823
ZTF24aaqxkvr,SN2024kpu,0.0826
ZTF24aaqzpbo,SN2024kog,0.073
ZTF24aaqzpcv,SN2024kvo,0.048555
ZTF24aardahz,SN2024kvr,0.044
ZTF24aarecvo,SN2024lar,0.0539
ZTF24aaredhj,SN2024kwx,0.052
ZTF24aargoer,SN2024kxn,0.051
ZTF24aarjcbz,SN2024led,0.0967048
ZTF24aarqmlc,SN2024kzw,0.07765
ZTF24aarqrkn,SN2024kzu,0.1
ZTF24aarrxzf,SN2024lan,0.071
ZTF24aarxtma,SN2024lft,0.1184
ZTF24aarxwyd,SN2024lhh,0.03
ZTF24aaseunp,SN2024lrp,0.086
ZTF24aasgaac,SN2024lol,0.02
ZTF24aashinc,SN2024ltj,0.09
ZTF24aasktkt,SN2024lrr,0.0895
ZTF24aaskxde,SN2024lxn,0.05304
ZTF24aasntvs,SN2024mbc,0.04
ZTF24aasokij,SN2024lxj,0.065906
ZTF24aasvscv,SN2024mlc,0.069277
ZTF24aaswnkx,SN2024mvi,0.054
ZTF24aatakmz,SN2024mpm,0.074
ZTF24aatccmo,SN2024mxr,0.059
ZTF24aatgvrs,SN2024mvl,0.07
ZTF24aathzox,SN2024nam,0.069
ZTF24aatjgxs,SN2024ned,0.07
ZTF24aatlqae,SN2024myv,0.062
ZTF24aatsiox,SN2024nbo,0.031
ZTF24aatwwpj,SN2024ngr,0.106
ZTF24aatyini,SN2024ncy,0.047
ZTF24aatzgua,SN2024neh,0.027756
ZTF24aaudlat,SN2024nfx,0.029
ZTF24aauekes,SN2024nqt,0.081225
ZTF24aauekwz,SN2024nqw,0.04014
ZTF24aauelbz,SN2024nti,0.08977
ZTF24aaugavy,SN2024nxs,0.087
ZTF24aaugbew,SN2024owi,0.04
ZTF24aaughlb,SN2024pay,0.088
ZTF24aaugudk,SN2024nwf,0.0839
ZTF24aauhawc,SN2024ozm,0.063
ZTF24aaumgko,SN2024nzg,0.1
ZTF24aaumhmm,SN2024nzi,0.06
ZTF24aaumzhf,SN2024nuu,0.041
ZTF24aauoakx,SN2024ozn,0.050021
ZTF24aauprgc,SN2024pcg,0.07
ZTF24aautbcb,SN2024ozs,0.0383
ZTF24aauuiva,SN2024pcq,0.0785
ZTF24aauuovk,SN2024pfr,0.03
ZTF24aauypjo,SN2024pgf,0.088
ZTF24aauyupk,SN2024prw,0.053637
ZTF24aavapoe,SN2024pgk,0.09
ZTF24aavghxs,SN2024pqk,0.04
ZTF24aavhdqy,SN2024ptm,0.08
ZTF24aavpxsr,SN2024pjp,0.018
ZTF24aavrdir,SN2024pjo,0.046
ZTF24aavydau,SN2024pqd,0.07
ZTF24aavzglr,SN2024ppt,0.064
ZTF24aavzrue,SN2024pph,0.064
ZTF24aavzwkd,SN2024psr,0.09
ZTF24aawajih,SN2024ptr,0.0497
ZTF24aawbgfo,SN2024pqc,0.055
ZTF24aawhjnm,SN2024pqu,0.07312
ZTF24aawktbk,SN2024psh,0.069
ZTF24aawkujt,SN2024pxt,0.037
ZTF24aawlglu,SN2024psd,0.07
ZTF24aawruen,SN2024pwe,0.085
ZTF24aawshuy,SN2024pvw,0.04
ZTF24aawvybe,SN2024qav,0.05
ZTF24aawwnis,SN2024pxm,0.06
ZTF24aawxpeu,SN2024qaq,0.11
ZTF24aawxqjl,SN2024pzv,0.070594
ZTF24aawxtxh,SN2024qal,0.0963
ZTF24aawyrsn,SN2024qai,0.08
ZTF24aaxizpd,SN2024qfj,0.1
ZTF24aaxjaul,SN2024qjp,0.095
ZTF24aaxlnuv,SN2024qhp,0.075
ZTF24aaxmacd,SN2024qki,0.08
ZTF24aaxmalj,SN2024qhu,0.0698
ZTF24aaxmpne,SN2024qhr,0.08
ZTF24aaxnrue,SN2024qsn,0.065
ZTF24aaxqhje,SN2024qns,0.08
ZTF24aaxqsey,SN2024qum,0.08
ZTF24aaxwnpx,SN2024qrc,0.089
ZTF24aaxzjdt,SN2024qxx,0.05
ZTF24aaybeda,SN2024qwi,0.097427
ZTF24aaydpre,SN2024qyv,0.054
ZTF24aayfivu,SN2024qys,0.04
ZTF24aaygegk,SN2024qzi,0.03327
ZTF24aayjrde,SN2024rbp,0.027
ZTF24aaymouy,SN2024rai,0.07
ZTF24aaymskk,SN2024rbh,0.07
ZTF24aaypjcj,SN2024rnh,0.058
ZTF24aaypock,SN2024rjr,0.0816
ZTF24aayshhu,SN2024rlu,0.0665
ZTF24aaysiig,SN2024rog,0.059
ZTF24aayyqub,SN2024rki,0.06
ZTF24aazkvzi,SN2024rsl,0.07
ZTF24aazkzkl,SN2024rwz,0.05
ZTF24aazlmpe,SN2024rsc,0.1
ZTF24aazloim,SN2024roy,0.08
ZTF24aazqcuz,SN2024rqt,0.06101051
ZTF24aazsigv,SN2024rpt,0.07
ZTF24aazszfd,SN2024rok,0.08
ZTF24aazszlu,SN2024saw,0.058
ZTF24abaczqu,SN2024rsy,0.093
ZTF24abakgyn,SN2024rsv,0.0597
ZTF24abamger,SN2024sae,0.065
ZTF24abaoemb,SN2024rqi,0.07
ZTF24abasrjx,SN2024rzp,0.05
ZTF24abbbdqs,SN2024sdn,0.05
ZTF24abbbttv,SN2024sbt,0.027
ZTF24abbcmal,SN2024sbs,0.055
ZTF24abbdtfp,SN2024sek,0.0808
ZTF24abbgjue,SN2024sil,0.075
ZTF24abbiqob,SN2024see,0.03
ZTF24abbrcrq,SN2024skc,0.053
ZTF24abbrvli,SN2024sik,0.095
ZTF24abbsboo,SN2024sfx,0.0634
ZTF24abbtigi,SN2024skv,0.055536
ZTF24abbvpge,SN2024shk,0.055
ZTF24abbwkci,SN2024sht,0.018489
ZTF24abbwztk,SN2024sir,0.086
ZTF24abccoav,SN2024skg,0.054
ZTF24abcfiff,SN2024slm,0.032
ZTF24abcgrbl,SN2024snj,0.08
ZTF24abcjovt,SN2024srk,0.06
ZTF24abckhke,SN2024smf,0.0485
ZTF24abcnhxx,SN2024ssl,0.06303
ZTF24abcnnlb,SN2024snk,0.096
ZTF24abcrgam,SN2024swe,0.0599
ZTF24abcrkus,SN2024srx,0.036
ZTF24abcubkx,SN2024sst,0.076
ZTF24abculqd,SN2024tte,0.1
ZTF24abcvach,SN2024ssx,0.079
ZTF24abcvpyp,SN2024sss,0.05
ZTF24abcwvki,SN2024tdf,0.065003
ZTF24abcyajd,SN2024sux,0.081
ZTF24abdakwo,SN2024ttk,0.04
ZTF24abddplf,SN2024tuu,0.051
ZTF24abdebfm,SN2024syh,0.05
ZTF24abdfuqr,SN2024syg,0.08
ZTF24abdjago,SN2024txu,0.08608
ZTF24abdjezn,SN2024uap,0.085
ZTF24abdkfqu,SN2024tys,0.059
ZTF24abdndji,SN2024ttn,0.04106
ZTF24abdzqra,SN2024txq,0.047916
ZTF24abdzyyc,SN2024tyg,0.054
ZTF24abeclwh,SN2024txv,0.05
ZTF24abefrsz,SN2024ukh,0.07
ZTF24abefzuh,SN2024uab,0.075
ZTF24abeiqfc,SN2024utu,0.058
ZTF24abepnpq,SN2024unx,0.045
ZTF24abeuxkq,SN2024ugs,0.07
ZTF24abevlcq,SN2024ulr,0.076
ZTF24abfawev,SN2024ulg,0.019
ZTF24abflhlp,SN2024uoc,0.057
ZTF24abfmniy,SN2024uqg,0.027106
ZTF24abfnkzm,SN2024uza,0.0727
ZTF24abfsxul,SN2024utw,0.067
ZTF24abfuwoh,SN2024vaq,0.061
ZTF24abfwmpi,SN2024uzy,0.0868
ZTF24abfxhta,SN2024uua,0.0282
ZTF24abfxing,SN2024vex,0.073
ZTF24abfzzhc,SN2024vey,0.08
ZTF24abglarx,SN2024uzz,0.0349
ZTF24abgscdq,SN2024vbt,0.072
ZTF24abgsfib,SN2024vfa,0.09
ZTF24abgsvwh,SN2024vde,0.06
ZTF24abgviom,SN2024vfe,0.081
ZTF24abgvkxx,SN2024vgq,0.066
ZTF24abgvrdl,SN2024viu,0.046
ZTF24abgvscf,SN2024vim,0.018946
ZTF24abgzsnd,SN2024vft,0.042
ZTF24abgzvlk,SN2024vez,0.039
ZTF24abhbjwi,SN2024vli,0.053377
ZTF24abhgzjl,SN2024vlg,0.0635
ZTF24abhidcc,SN2024vgo,0.049
ZTF24abhstjv,SN2024vpd,0.09
ZTF24abhtxit,SN2024vkx,0.0555
ZTF24abhtybk,SN2024vpc,0.0335
ZTF24abhvotc,SN2024vro,0.08
ZTF24abhzshd,SN2024vny,0.0333
ZTF24abhzzoq,SN2024vsd,0.071
ZTF24abifqbz,SN2024vvr,0.034
ZTF24abihiaw,SN2024vug,0.066
ZTF24abihuzi,SN2024vty,0.0765
ZTF24abiihsz,SN2024vvi,0.069
ZTF24abiktwr,SN2024vyi,0.072
ZTF24abikzjx,SN2024vyd,0.04
ZTF24abiltvb,SN2024vwm,0.049
ZTF24abimkuk,SN2024vvt,0.07
ZTF24abimnpm,SN2024vwl,0.0674
ZTF24abimpmc,SN2024vyj,0.04
ZTF24abineem,SN2024vwd,0.076
ZTF24abipjoh,SN2024vyo,0.078
ZTF24abisbqg,SN2024wal,0.053
ZTF24abitshb,SN2024wak,0.02
ZTF24abizbpc,SN2024wom,0.05
ZTF24abjdahk,SN2024wrn,0.067
ZTF24abjflpz,SN2024wor,0.043647
ZTF24abjixuq,SN2024wqb,0.075
ZTF24abjsdsv,SN2024wwx,0.094
ZTF24abkauuv,SN2024wxu,0.065
ZTF24abkbhzk,SN2024wye,0.032
ZTF24abkgfqo,SN2024xkz,0.079
ZTF24abkjtsn,SN2024xhf,0.04
ZTF24ablgasd,SN2024xqu,0.0561
ZTF24abljkvr,SN2024xed,0.0339
ZTF24ablkeoh,SN2024xmd,0.041
ZTF24ablkgwk,SN2024xli,0.0374
ZTF24abllcax,SN2024xoy,0.04
ZTF24ablsajd,SN2024xos,0.08
ZTF24ablsdwk,SN2024xsq,0.0647
ZTF24ablskjf,SN2024xez,0.07
ZTF24ablssfw,SN2024xqe,0.034
ZTF24abltbed,SN2024xal,0.0053
ZTF24ablucio,SN2024xse,0.0635
ZTF24abluezl,SN2024xup,0.066
ZTF24ablvaac,SN2024xvz,0.09
ZTF24ablvmmq,SN2024ydb,0.088
ZTF24abmhrjk,SN2024yfk,0.09
ZTF24abmkoqc,SN2024yfp,0.095
ZTF24abmksiy,SN2024ydk,0.054
ZTF24abmliep,SN2024ydt,0.074624
ZTF24abmntgy,SN2024yey,0.085608
ZTF24abmqdcc,SN2024ygt,0.081
ZTF24abnbcpd,SN2024yew,0.08
ZTF24abnldrb,SN2024wuj,0.0747
ZTF24abnmxnl,SN2024ykm,0.08795
ZTF24abnpdmk,SN2024ymr,0.08
ZTF24abnpelc,SN2024ypm,0.053
ZTF24abnpnbn,SN2024zdb,0.09
ZTF24abnpugu,SN2024yzy,0.087
ZTF24abnpwcx,SN2024yrj,0.03
ZTF24abnqqfj,SN2024ymy,0.07
ZTF24abnrdua,SN2024ynl,0.082499
ZTF24abnregl,SN2024ynm,0.051
ZTF24abnsgpy,SN2024yrc,0.05
ZTF24abnuaus,SN2024zai,0.1
ZTF24abnvoty,SN2024yql,0.095
ZTF24abnyruv,SN2024yzz,0.043
ZTF24abocnoi,SN2024yyx,0.09
ZTF24aboeilj,SN2024aalo,0.077
ZTF24abofwql,SN2024zcm,0.046
ZTF24aboinfr,SN2024zar,0.04
ZTF24abojqpw,SN2024zgv,0.08
ZTF24abokpyn,SN2024zcp,0.09
ZTF24abosmkt,SN2024zue,0.1
ZTF24aboucqs,SN2024zss,0.079
ZTF24abpfzww,SN2024zvb,0.063094
ZTF24abprrom,SN2024aall,0.07
ZTF24abprtdf,SN2024aakj,0.05
ZTF24abptgtf,SN2024aaaa,0.046
ZTF24abptzoh,SN2024zuv,0.042749
ZTF24abpvane,SN2024zwm,0.09
ZTF24abpwing,SN2024aaac,0.06
ZTF24abpwwcs,SN2024aace,0.09
ZTF24abpzvky,SN2024aaqa,0.089
ZTF24abpzvqo,SN2024zzh,0.08
ZTF24abqaesu,SN2024zxy,0.08
ZTF24abqcqkt,SN2024zwa,0.074
ZTF24abqexho,SN2024zyx,0.083
ZTF24abqfgcu,SN2024zvt,0.087
ZTF24abqkitr,SN2024aanu,0.0945
ZTF24abqkkqz,SN2024aalj,0.041
ZTF24abqlrdc,SN2024aaad,0.061
ZTF24abqpbas,SN2024zux,0.06
ZTF24abqpshs,SN2024aakn,0.053
ZTF24abqqoww,SN2024aakr,0.02634
ZTF24abqtlxj,SN2024aans,0.074
ZTF24abqtpoy,SN2024aalt,0.051
ZTF24abqttfy,SN2024aapp,0.044207
ZTF24abquyel,SN2024aalb,0.06
ZTF24abqvdnb,SN2024aatd,0.091
ZTF24abqwuyx,SN2024aaqb,0.069
ZTF24abqxfrq,SN2024aaok,0.061
ZTF24abqzvao,SN2024aapq,0.067
ZTF24abrddqo,SN2024aaqc,0.045
ZTF24abrezqh,SN2024led,0.0967048
ZTF24abrfcqd,SN2024aaqp,0.045
ZTF24abrfsap,SN2024aasu,0.032042
ZTF24abrhrgp,SN2024aavn,0.051
ZTF24abrhwmu,SN2024aasl,0.058
ZTF24abribze,SN2024aasf,0.1
ZTF24abriexo,SN2024aask,0.139
ZTF24abrimib,SN2024aatk,0.06
ZTF24abrkfol,SN2024abbi,0.1
ZTF24abrkybg,SN2024aaut,0.083
ZTF24abrmdti,SN2024aawq,0.06
ZTF24abrophb,SN2024aatb,0.0479050018
ZTF24abrorvi,SN2024aatr,0.03
ZTF24abrossu,SN2024abat,0.086
ZTF24abrpedj,SN2024aatm,0.05
ZTF24abryzhm,SN2024aawi,0.056
ZTF24absdool,SN2024abeo,0.045282
ZTF24absojni,SN2024aboe,0.082
ZTF24absoxlw,SN2024abbj,0.058
ZTF24abstuin,SN2024abfw,0.074
ZTF24absuydh,SN2024abgb,0.066
ZTF24absvdpn,SN2024abkj,0.04
ZTF24absvlru,SN2024abhz,0.051529
ZTF24absvzdo,SN2024abqi,0.08
ZTF24abswdwt,SN2024abmg,0.075
ZTF24absxhcd,SN2024abnk,0.067
ZTF24abszjmr,SN2024abmn,0.1
ZTF24abtartn,SN2024abnh,0.013653
ZTF24abtazxs,SN2024abnm,0.041257
ZTF24abtcetf,SN2024abnt,0.033126
ZTF24abtczwt,SN2024abnv,0.09
ZTF24abtddls,SN2024abnu,0.029
ZTF24abtdiyn,SN2024aboi,0.026576
ZTF24abtglxk,SN2024abtt,0.035
ZTF24abtgtfu,SN2024abpn,0.095
ZTF24abtnery,SN2024acgk,0.026
ZTF24abtoaue,SN2024abwh,0.07
ZTF24abttoau,SN2024acda,0.041
ZTF24abtvopb,SN2024acbz,0.053
ZTF24abtzczp,SN2024acdr,0.079
ZTF24abtzpka,SN2024acec,0.077
ZTF24abtzsno,SN2024acgo,0.081478
ZTF24abubygj,SN2024acon,0.0907
ZTF24abucnss,SN2024aceg,0.0775
ZTF24abugvux,SN2024abvq,0.028
ZTF24abuonfe,SN2024acqk,0.08
ZTF24abutwuz,SN2024adgf,0.1
ZTF24abuuyen,SN2024addo,0.076
